Name,Sex,Age,Height,Weight,Team,Year,Season,City,Sport,Medal
"Kathryn Michele ""Kate"" Sobrero-Markgraf",F,27.0,170.0,61.0,United States,2004,Summer,Athina,Football,Gold
"Kathryn Michele ""Kate"" Sobrero-Markgraf",F,31.0,170.0,61.0,United States,2008,Summer,Beijing,Football,Gold
Andrei Socaci,M,18.0,164.0,75.0,Romania,1984,Summer,Los Angeles,Weightlifting,Silver
Jack Sock,M,23.0,191.0,84.0,United States-2,2016,Summer,Rio de Janeiro,Tennis,Gold
Jack Sock,M,23.0,191.0,84.0,United States-2,2016,Summer,Rio de Janeiro,Tennis,Bronze
Hans Anders Sdergren,M,28.0,182.0,77.0,Sweden,2006,Winter,Torino,Cross Country Skiing,Bronze
Hans Anders Sdergren,M,32.0,182.0,77.0,Sweden,2010,Winter,Vancouver,Cross Country Skiing,Gold
Erik Benny Sdergren,M,27.0,174.0,64.0,Sweden,1976,Winter,Innsbruck,Cross Country Skiing,Bronze
Karl Hkan Sdergren,M,24.0,175.0,85.0,Sweden,1984,Winter,Sarajevo,Ice Hockey,Bronze
Karl Hkan Sdergren,M,28.0,175.0,85.0,Sweden,1988,Winter,Calgary,Ice Hockey,Bronze
Per Michael Sderlund,M,22.0,181.0,75.0,Sweden,1984,Summer,Los Angeles,Swimming,Bronze
Vilhelm Bruno Sderstrm,M,24.0,184.0,78.0,Sweden,1906,Summer,Athina,Athletics,Silver
Vilhelm Bruno Sderstrm,M,24.0,184.0,78.0,Sweden,1906,Summer,Athina,Athletics,Bronze
Vilhelm Bruno Sderstrm,M,26.0,184.0,78.0,Sweden,1908,Summer,London,Athletics,Bronze
Dan Olof Sderstrm,M,31.0,173.0,76.0,Sweden,1980,Winter,Lake Placid,Ice Hockey,Bronze
Marit Kjellsdotter Sderstrm (-Nord),F,25.0,171.0,65.0,Sweden,1988,Summer,Seoul,Sailing,Silver
Filippo Soffici,M,22.0,192.0,89.0,Italy,1992,Summer,Barcelona,Rowing,Bronze
Rakhmat Sukra Sofiadi,M,22.0,177.0,82.0,Bulgaria,1988,Summer,Seoul,Wrestling,Bronze
"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,2004,Summer,Athina,Gymnastics,Gold
"Nicoleta Daniela ""Dana"" ofronie",F,16.0,146.0,37.0,Romania,2004,Summer,Athina,Gymnastics,Silver
Edwin Cheruiyot Soi,M,22.0,168.0,53.0,Kenya,2008,Summer,Beijing,Athletics,Bronze
Jani Markus Soininen,M,25.0,171.0,59.0,Finland,1998,Winter,Nagano,Ski Jumping,Gold
Jani Markus Soininen,M,25.0,171.0,59.0,Finland,1998,Winter,Nagano,Ski Jumping,Silver
Vctor Manuel Sojo Jimnez,M,24.0,170.0,64.0,Spain,2008,Summer,Beijing,Hockey,Silver
Tiit Sokk,M,23.0,192.0,99.0,Soviet Union,1988,Summer,Seoul,Basketball,Gold
Frantiek Sokol,M,29.0,194.0,85.0,Czechoslovakia,1968,Summer,Mexico City,Volleyball,Bronze
Aleksandr Sergeyevich Sokolov,M,30.0,193.0,97.0,Russia,2012,Summer,London,Volleyball,Gold
Igor Aleksandrovich Sokolov,M,22.0,181.0,90.0,Soviet Union,1980,Summer,Moskva,Shooting,Gold
Nikolay Nikolayevich Sokolov,M,29.0,171.0,63.0,Soviet Union,1960,Summer,Roma,Athletics,Silver
Valerian Sergeyevich Sokolov,M,22.0,170.0,54.0,Soviet Union,1968,Summer,Mexico City,Boxing,Gold
Viktor Alekseyevich Sokolov,M,22.0,192.0,88.0,Soviet Union,1976,Summer,Montreal,Cycling,Silver
Nataliya Dmitriyevna Sokolova (Kulichkova-),F,26.0,164.0,55.0,Soviet Union,1976,Summer,Montreal,Athletics,Bronze
Yelena Aleksandrovna Sokolova (Kremnyova-),F,26.0,170.0,61.0,Russia,2012,Summer,London,Athletics,Silver
Lyubov Vladimirovna Sokolova-Shashkova (-Kl),F,22.0,190.0,74.0,Russia,2000,Summer,Sydney,Volleyball,Silver
Lyubov Vladimirovna Sokolova-Shashkova (-Kl),F,26.0,190.0,74.0,Russia,2004,Summer,Athina,Volleyball,Silver
Irina Borisovna Sokolovskaya,F,25.0,186.0,72.0,Russia,2008,Summer,Beijing,Basketball,Bronze
Beata Sokoowska-Kulesza,F,26.0,160.0,59.0,Poland,2000,Summer,Sydney,Canoeing,Bronze
Beata Sokoowska-Kulesza,F,30.0,160.0,59.0,Poland,2004,Summer,Athina,Canoeing,Bronze
Andrzej Sokoowski,M,27.0,192.0,82.0,Poland,1976,Summer,Montreal,Handball,Bronze
Vlado ola,M,35.0,194.0,94.0,Croatia,2004,Summer,Athina,Handball,Gold
Magnar Solberg,M,31.0,180.0,68.0,Norway,1968,Winter,Grenoble,Biathlon,Gold
Magnar Solberg,M,31.0,180.0,68.0,Norway,1968,Winter,Grenoble,Biathlon,Silver
Magnar Solberg,M,34.0,180.0,68.0,Norway,1972,Winter,Sapporo,Biathlon,Gold
Sanna Charlotte Solberg,F,26.0,178.0,70.0,Norway,2016,Summer,Rio de Janeiro,Handball,Bronze
"Elsa Katrine ""Trine"" Solberg-Hattestad",F,30.0,173.0,76.0,Norway,1996,Summer,Atlanta,Athletics,Bronze
"Elsa Katrine ""Trine"" Solberg-Hattestad",F,34.0,173.0,76.0,Norway,2000,Summer,Sydney,Athletics,Gold
Veniamin Vasilyevich Soldatenko,M,33.0,175.0,63.0,Soviet Union,1972,Summer,Munich,Athletics,Silver
"Francisco ""Paco"" Soler Atencia",M,22.0,170.0,69.0,Spain,1992,Summer,Barcelona,Football,Gold
Yolanda Soler Grajera,F,25.0,150.0,48.0,Spain,1996,Summer,Atlanta,Judo,Bronze
Franck Robert Bernard Solforosi,M,31.0,184.0,70.0,France,2016,Summer,Rio de Janeiro,Rowing,Bronze
Marco Solfrini,M,22.0,196.0,89.0,Italy,1980,Summer,Moskva,Basketball,Silver
Nina Solheim,F,29.0,170.0,70.0,Norway,2008,Summer,Beijing,Taekwondo,Silver
Odlanier Sols Fonte,M,24.0,180.0,91.0,Cuba,2004,Summer,Athina,Boxing,Gold
Petrissa Solja,F,22.0,168.0,67.0,Germany,2016,Summer,Rio de Janeiro,Table Tennis,Silver
Melitta Sollmann (-Schack),F,21.0,170.0,73.0,East Germany,1980,Winter,Lake Placid,Luge,Silver
Damir olman,M,19.0,200.0,93.0,Yugoslavia,1968,Summer,Mexico City,Basketball,Silver
Damir olman,M,26.0,200.0,93.0,Yugoslavia,1976,Summer,Montreal,Basketball,Silver
Hope Amelia Solo (-Stevens),F,27.0,175.0,69.0,United States,2008,Summer,Beijing,Football,Gold
Hope Amelia Solo (-Stevens),F,30.0,175.0,69.0,United States,2012,Summer,London,Football,Gold
Nikolay Ivanovich Solodukhin,M,25.0,164.0,65.0,Soviet Union,1980,Summer,Moskva,Judo,Gold
Nikolay Mikhaylovich Sologubov,M,31.0,178.0,84.0,Soviet Union,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Gold
Nikolay Mikhaylovich Sologubov,M,35.0,178.0,84.0,Soviet Union,1960,Winter,Squaw Valley,Ice Hockey,Bronze
Vasily Anatolyevich Solomin,M,23.0,171.0,60.0,Soviet Union,1976,Summer,Montreal,Boxing,Bronze
Jarrin Solomon,M,26.0,165.0,73.0,Trinidad and Tobago,2012,Summer,London,Athletics,Bronze
Olga Anatolyevna Solovova (-Tseytsina),F,27.0,183.0,73.0,Soviet Union,1980,Summer,Moskva,Volleyball,Gold
Ignacio Solozbal Igartua,M,26.0,185.0,80.0,Spain,1984,Summer,Los Angeles,Basketball,Silver
Hocine Soltani,M,19.0,165.0,60.0,Algeria,1992,Summer,Barcelona,Boxing,Bronze
Hocine Soltani,M,23.0,165.0,60.0,Algeria,1996,Summer,Atlanta,Boxing,Gold
Ern Solymosi,M,20.0,186.0,78.0,Hungary,1960,Summer,Roma,Football,Bronze
Velimir Sombolac,M,21.0,169.0,71.0,Yugoslavia,1960,Summer,Roma,Football,Gold
Joyce Sombroek,F,21.0,179.0,64.0,Netherlands,2012,Summer,London,Hockey,Gold
Joyce Sombroek,F,25.0,179.0,64.0,Netherlands,2016,Summer,Rio de Janeiro,Hockey,Silver
Mika Someya,F,25.0,166.0,65.0,Japan,2008,Summer,Beijing,Softball,Gold
Pter Somfai,M,36.0,188.0,85.0,Hungary,2016,Summer,Rio de Janeiro,Fencing,Bronze
Elemr Somfay (Stromfeld-),M,25.0,178.0,72.0,Hungary,1924,Summer,Paris,Athletics,Silver
Ren Sommerfeldt,M,27.0,175.0,68.0,Germany,2002,Winter,Salt Lake City,Cross Country Skiing,Bronze
Ren Sommerfeldt,M,31.0,175.0,68.0,Germany,2006,Winter,Torino,Cross Country Skiing,Silver
Istvn Somodi,M,22.0,175.0,63.0,Hungary,1908,Summer,London,Athletics,Silver
Son Gap-Do,M,24.0,160.0,48.0,South Korea,1984,Summer,Los Angeles,Wrestling,Bronze
Son Gi-Jeong,M,21.0,170.0,60.0,Japan,1936,Summer,Berlin,Athletics,Gold
Son Mi-Na,F,19.0,166.0,60.0,South Korea,1984,Summer,Los Angeles,Handball,Silver
Son Mi-Na,F,23.0,166.0,60.0,South Korea,1988,Summer,Seoul,Handball,Gold
Son Min-Han,M,25.0,179.0,85.0,South Korea,2000,Summer,Sydney,Baseball,Bronze
Son Seung-Mo,M,24.0,182.0,79.0,South Korea,2004,Summer,Athina,Badminton,Silver
Son Tae-Jin,M,20.0,176.0,68.0,South Korea,2008,Summer,Beijing,Taekwondo,Gold
Song Dae-Nam,M,33.0,178.0,85.0,South Korea,2012,Summer,London,Judo,Gold
Song Hai-Rim,F,23.0,167.0,67.0,South Korea,2008,Summer,Beijing,Handball,Bronze
Song Ji-Hyeon,F,19.0,180.0,72.0,South Korea,1988,Summer,Seoul,Handball,Gold
Song Jin-U,M,34.0,180.0,75.0,South Korea,2000,Summer,Sydney,Baseball,Bronze
Song Myeong-Seop,M,20.0,177.0,68.0,South Korea,2004,Summer,Athina,Taekwondo,Bronze
Song Nina,F,24.0,179.0,65.0,China,2004,Summer,Athina,Volleyball,Gold
Song Qingling,F,22.0,174.0,69.0,China,2008,Summer,Beijing,Hockey,Silver
Song Seog-U,M,22.0,173.0,67.0,South Korea,2006,Winter,Torino,Short Track Speed Skating,Gold
Song Seong-Tae,M,28.0,177.0,73.0,South Korea,2000,Summer,Sydney,Hockey,Silver
Song Seung-Jun,M,28.0,183.0,105.0,South Korea,2008,Summer,Beijing,Baseball,Gold
Song Sun-Cheon,M,22.0,163.0,57.0,South Korea,1956,Summer,Melbourne,Boxing,Silver
Song Xiaobo,F,25.0,182.0,75.0,China,1984,Summer,Los Angeles,Basketball,Bronze
Darius Songaila,M,22.0,204.0,110.0,Lithuania,2000,Summer,Sydney,Basketball,Bronze
Rebecca Soni,F,21.0,173.0,61.0,United States,2008,Summer,Beijing,Swimming,Silver
Rebecca Soni,F,21.0,173.0,61.0,United States,2008,Summer,Beijing,Swimming,Gold
Rebecca Soni,F,25.0,173.0,61.0,United States,2012,Summer,London,Swimming,Silver
Rebecca Soni,F,25.0,173.0,61.0,United States,2012,Summer,London,Swimming,Gold
Chanatip Sonkham,F,21.0,166.0,49.0,Thailand,2012,Summer,London,Taekwondo,Bronze
Moustapha Sonko,M,28.0,192.0,92.0,France,2000,Summer,Sydney,Basketball,Silver
Snke Snksen,M,38.0,191.0,84.0,West Germany,1976,Summer,Montreal,Equestrianism,Silver
Isamu Sonoda,M,29.0,177.0,80.0,Japan,1976,Summer,Montreal,Judo,Gold
Matteo Soragna,M,28.0,197.0,93.0,Italy,2004,Summer,Athina,Basketball,Silver
Jana Sorgers (-Rau),F,21.0,181.0,77.0,East Germany,1988,Summer,Seoul,Rowing,Gold
Jana Sorgers (-Rau),F,28.0,181.0,77.0,Germany,1996,Summer,Atlanta,Rowing,Gold
Cdric Sorhaindo,M,28.0,192.0,110.0,France,2012,Summer,London,Handball,Gold
Cdric Sorhaindo,M,32.0,192.0,110.0,France,2016,Summer,Rio de Janeiro,Handball,Silver
Sixto Soria Cabrera,M,22.0,188.0,81.0,Cuba,1976,Summer,Montreal,Boxing,Silver
Josef orm,M,32.0,185.0,84.0,Czechoslovakia,1964,Summer,Tokyo,Volleyball,Silver
Pasi Martti Sormunen,M,23.0,185.0,91.0,Finland,1994,Winter,Lillehammer,Ice Hockey,Bronze
Slobodan Soro,M,29.0,196.0,100.0,Serbia,2008,Summer,Beijing,Water Polo,Bronze
Slobodan Soro,M,33.0,196.0,100.0,Serbia,2012,Summer,London,Water Polo,Bronze
Anioara Sorohan-Minea,F,21.0,177.0,69.0,Romania,1984,Summer,Los Angeles,Rowing,Gold
Anioara Sorohan-Minea,F,25.0,177.0,69.0,Romania,1988,Summer,Seoul,Rowing,Bronze
Oleksandr Dmytrovych Sorokalet,M,29.0,194.0,89.0,Soviet Union,1988,Summer,Seoul,Volleyball,Silver
Stanislav Nikolayevich Sorokin,M,23.0,157.0,51.0,Soviet Union,1964,Summer,Tokyo,Boxing,Bronze
Vitaly Ivanovich Sorokin,M,20.0,176.0,68.0,Soviet Union,1956,Summer,Melbourne,Swimming,Bronze
Hanna Valerivna Sorokina,F,24.0,168.0,56.0,Ukraine,2000,Summer,Sydney,Diving,Bronze
Valeriya Mikhaylovna Sorokina,F,28.0,170.0,56.0,Russia,2012,Summer,London,Badminton,Bronze
Soronzonboldyn Battsetseg,F,22.0,170.0,67.0,Mongolia,2012,Summer,London,Wrestling,Bronze
Jos Ernesto Sosa,M,23.0,179.0,73.0,Argentina,2008,Summer,Beijing,Football,Gold
Milutin oki,M,22.0,181.0,80.0,Yugoslavia,1960,Summer,Roma,Football,Gold
Aleksandar otar,M,24.0,196.0,102.0,Yugoslavia,1988,Summer,Seoul,Water Polo,Gold
Aleksandar otar,M,36.0,196.0,102.0,Serbia and Montenegro,2000,Summer,Sydney,Water Polo,Bronze
Colleen Sostorics,F,22.0,163.0,76.0,Canada,2002,Winter,Salt Lake City,Ice Hockey,Gold
Colleen Sostorics,F,26.0,163.0,76.0,Canada,2006,Winter,Torino,Ice Hockey,Gold
Colleen Sostorics,F,30.0,163.0,76.0,Canada,2010,Winter,Vancouver,Ice Hockey,Gold
Kelly Jade Sotherton,F,27.0,178.0,66.0,Great Britain,2004,Summer,Athina,Athletics,Bronze
Yuliya Vladimirovna Sotnikova,F,29.0,170.0,60.0,Russia,2000,Summer,Sydney,Athletics,Bronze
Rafael Soto Andrade,M,46.0,172.0,74.0,Spain,2004,Summer,Athina,Equestrianism,Silver
Javier Sotomayor Sanabria,M,24.0,193.0,80.0,Cuba,1992,Summer,Barcelona,Athletics,Gold
Javier Sotomayor Sanabria,M,32.0,193.0,80.0,Cuba,2000,Summer,Sydney,Athletics,Silver
Lorenzo Sotomayor Collazo,M,31.0,185.0,64.0,Azerbaijan,2016,Summer,Rio de Janeiro,Boxing,Silver
Koji Sotomura,M,26.0,164.0,57.0,Japan,1984,Summer,Los Angeles,Gymnastics,Bronze
Leonardo Sottani,M,22.0,192.0,86.0,Italy,1996,Summer,Atlanta,Water Polo,Bronze
Daniele Pasquale Sottile,M,36.0,186.0,73.0,Italy,2016,Summer,Rio de Janeiro,Volleyball,Silver
Gabriela Soukalov (-Koukalov),F,24.0,170.0,62.0,Czech Republic,2014,Winter,Sochi,Biathlon,Silver
Jaroslav Soukup,M,31.0,183.0,66.0,Czech Republic,2014,Winter,Sochi,Biathlon,Bronze
Jaroslav Soukup,M,31.0,183.0,66.0,Czech Republic,2014,Winter,Sochi,Biathlon,Silver
Hamid Mohammad Sourian Reihanpour,M,26.0,167.0,64.0,Iran,2012,Summer,London,Wrestling,Gold
Cludio Roberto de Sousa,M,26.0,168.0,72.0,Brazil,2000,Summer,Sydney,Athletics,Silver
"Ashleigh ""Ash"" Southern",F,19.0,188.0,82.0,Australia,2012,Summer,London,Water Polo,Bronze
"Silas Edward ""Eddie"" Southern",M,18.0,185.0,81.0,United States,1956,Summer,Melbourne,Athletics,Silver
Douglas Correia de Souza,M,20.0,199.0,75.0,Brazil,2016,Summer,Rio de Janeiro,Volleyball,Gold
Maurcio Luiz de Souza,M,27.0,209.0,93.0,Brazil,2016,Summer,Rio de Janeiro,Volleyball,Gold
Galina Aleksandrovna Sovetnikova (-Stepanova),F,24.0,177.0,70.0,Soviet Union,1980,Summer,Moskva,Rowing,Bronze
Dmitry Vladimirovich Sovolyov,M,24.0,183.0,74.0,Russia,2014,Winter,Sochi,Figure Skating,Gold
Daouda Demba Sow,M,25.0,175.0,60.0,France,2008,Summer,Beijing,Boxing,Silver
Yelena Igorevna Soya,F,18.0,174.0,56.0,Russia,2000,Summer,Sydney,Synchronized Swimming,Gold
Kjell Sbak,M,26.0,192.0,80.0,Norway,1984,Winter,Sarajevo,Biathlon,Silver
Egil Vike Sby,M,22.0,195.0,90.0,Norway,1968,Summer,Mexico City,Canoeing,Gold
Egil Vike Sby,M,26.0,195.0,90.0,Norway,1972,Summer,Munich,Canoeing,Bronze
Kasper Sndergaard Sarup,M,35.0,195.0,95.0,Denmark,2016,Summer,Rio de Janeiro,Handball,Gold
dne Sndrl,M,20.0,180.0,88.0,Norway,1992,Winter,Albertville,Speed Skating,Silver
dne Sndrl,M,26.0,180.0,88.0,Norway,1998,Winter,Nagano,Speed Skating,Gold
dne Sndrl,M,30.0,180.0,88.0,Norway,2002,Winter,Salt Lake City,Speed Skating,Bronze
Helmuth Nyborg Srensen,M,23.0,180.0,75.0,Denmark,1960,Summer,Roma,Canoeing,Bronze
Jette Hejli Srensen (-Larssen),F,23.0,165.0,52.0,Denmark,1984,Summer,Los Angeles,Rowing,Bronze
John Rungsted Srensen (-Rungsted),M,30.0,170.0,66.0,Denmark,1964,Summer,Tokyo,Canoeing,Bronze
Jrn Srensen,M,23.0,171.0,71.0,Denmark,1960,Summer,Roma,Football,Silver
Rolf Srensen,M,31.0,182.0,66.0,Denmark,1996,Summer,Atlanta,Cycling,Silver
Else-Marthe Srlie Lybekk,F,22.0,177.0,76.0,Norway,2000,Summer,Sydney,Handball,Bronze
Else-Marthe Srlie Lybekk,F,29.0,177.0,76.0,Norway,2008,Summer,Beijing,Handball,Gold
Jaroslav paek,M,23.0,184.0,90.0,Czech Republic,1998,Winter,Nagano,Ice Hockey,Gold
Jaroslav paek,M,32.0,184.0,90.0,Czech Republic,2006,Winter,Torino,Ice Hockey,Bronze
"John Kenneth ""Ken"" Spain",M,22.0,206.0,109.0,United States,1968,Summer,Mexico City,Basketball,Gold
Valeria Claudia Splty,F,22.0,169.0,64.0,Switzerland,2006,Winter,Torino,Curling,Silver
Torsten Spanneberg,M,25.0,202.0,88.0,Germany,2000,Summer,Sydney,Swimming,Bronze
Ivana panovi,F,26.0,176.0,65.0,Serbia,2016,Summer,Rio de Janeiro,Athletics,Bronze
Jrgen Sparwasser,M,24.0,180.0,75.0,East Germany,1972,Summer,Munich,Football,Bronze
Roscko Shane Specman,M,27.0,174.0,81.0,South Africa,2016,Summer,Rio de Janeiro,Rugby Sevens,Bronze
"Charles ""Charlie"" Spedding",M,32.0,173.0,63.0,Great Britain,1984,Summer,Los Angeles,Athletics,Bronze
Dieter Speer,M,29.0,176.0,68.0,East Germany,1972,Winter,Sapporo,Biathlon,Bronze
Ingo Spelly,M,21.0,184.0,79.0,East Germany,1988,Summer,Seoul,Canoeing,Silver
Ingo Spelly,M,25.0,184.0,79.0,Germany,1992,Summer,Barcelona,Canoeing,Silver
Ingo Spelly,M,25.0,184.0,79.0,Germany,1992,Summer,Barcelona,Canoeing,Gold
"Malcolm Emanuel Augustus ""Mal"" Spence",M,24.0,177.0,71.0,West Indies Federation,1960,Summer,Roma,Athletics,Bronze
Malcolm Clive Spence,M,22.0,187.0,76.0,South Africa,1960,Summer,Roma,Athletics,Bronze
Ashley Spencer,F,23.0,178.0,59.0,United States,2016,Summer,Rio de Janeiro,Athletics,Bronze
"Emerson Lane ""Bud"" Spencer",M,21.0,183.0,72.0,United States,1928,Summer,Amsterdam,Athletics,Gold
Edward Adams Spencer,M,26.0,165.0,53.0,Great Britain,1908,Summer,London,Athletics,Bronze
Jrg Spengler,M,37.0,186.0,81.0,West Germany,1976,Summer,Montreal,Sailing,Bronze
Silvia Sperber (-Seiderer),F,23.0,157.0,45.0,West Germany,1988,Summer,Seoul,Shooting,Silver
Silvia Sperber (-Seiderer),F,23.0,157.0,45.0,West Germany,1988,Summer,Seoul,Shooting,Gold
"Bernhard Hendrikus Martinus ""Ben"" Spijkers",M,27.0,182.0,86.0,Netherlands,1988,Summer,Seoul,Judo,Bronze
Luka pik,M,21.0,196.0,95.0,Slovenia,2000,Summer,Sydney,Rowing,Gold
Luka pik,M,25.0,196.0,95.0,Slovenia,2004,Summer,Athina,Rowing,Silver
Luka pik,M,33.0,196.0,95.0,Slovenia,2012,Summer,London,Rowing,Bronze
Joan Arlene Spillane,F,17.0,180.0,63.0,United States,1960,Summer,Roma,Swimming,Gold
"John ""Johnny"" Spillane",M,29.0,183.0,67.0,United States,2010,Winter,Vancouver,Nordic Combined,Silver
"Hans Rudolf ""Hansrdi"" Spillman",M,28.0,169.0,84.0,Switzerland,1960,Summer,Roma,Shooting,Silver
Brunello Spinelli,M,21.0,182.0,82.0,Italy,1960,Summer,Roma,Water Polo,Gold
Nikolay Nikolayevich Spinev,M,30.0,191.0,89.0,Russia,2004,Summer,Athina,Rowing,Gold
"Leonard ""Leon"" Spinks Jr.",M,23.0,183.0,81.0,United States,1976,Summer,Montreal,Boxing,Gold
Michael Spinks,M,19.0,188.0,75.0,United States,1976,Summer,Montreal,Boxing,Gold
Giovanni Spinola,M,29.0,165.0,53.0,Italy,1964,Summer,Tokyo,Rowing,Silver
Doina Tudora Sprcu (-Craciun),F,25.0,180.0,71.0,Romania,1996,Summer,Atlanta,Rowing,Gold
Aleksey Sergeyevich Spiridonov,M,24.0,192.0,117.0,Soviet Union,1976,Summer,Montreal,Athletics,Silver
Darya Sergeyevna Spiridonova,F,18.0,156.0,45.0,Russia,2016,Summer,Rio de Janeiro,Gymnastics,Silver
Nicola Spirig Hug,F,30.0,166.0,54.0,Switzerland,2012,Summer,London,Triathlon,Gold
Nicola Spirig Hug,F,34.0,166.0,54.0,Switzerland,2016,Summer,Rio de Janeiro,Triathlon,Silver
Marko Spittka,M,25.0,179.0,88.0,Germany,1996,Summer,Atlanta,Judo,Bronze
Mark Andrew Spitz,M,18.0,183.0,73.0,United States,1968,Summer,Mexico City,Swimming,Bronze
Mark Andrew Spitz,M,18.0,183.0,73.0,United States,1968,Summer,Mexico City,Swimming,Gold
Mark Andrew Spitz,M,18.0,183.0,73.0,United States,1968,Summer,Mexico City,Swimming,Silver
Mark Andrew Spitz,M,22.0,183.0,73.0,United States,1972,Summer,Munich,Swimming,Gold
Sabine Spitz,F,32.0,167.0,60.0,Germany,2004,Summer,Athina,Cycling,Bronze
Sabine Spitz,F,36.0,167.0,60.0,Germany,2008,Summer,Beijing,Cycling,Gold
Sabine Spitz,F,40.0,167.0,60.0,Germany,2012,Summer,London,Cycling,Silver
Georg Spohr,M,25.0,146.0,45.0,East Germany,1976,Summer,Montreal,Rowing,Gold
Georg Spohr,M,29.0,146.0,45.0,East Germany,1980,Summer,Moskva,Rowing,Gold
Denis poljari,M,24.0,194.0,96.0,Croatia,2004,Summer,Athina,Handball,Gold
Natalie Marie Spooner,F,23.0,178.0,80.0,Canada,2014,Winter,Sochi,Ice Hockey,Gold
Rachael Pamela Sporn,F,28.0,187.0,68.0,Australia,1996,Summer,Atlanta,Basketball,Bronze
Rachael Pamela Sporn,F,32.0,187.0,68.0,Australia,2000,Summer,Sydney,Basketball,Silver
Rachael Pamela Sporn,F,36.0,187.0,68.0,Australia,2004,Summer,Athina,Basketball,Silver
Barbora potkov,F,27.0,182.0,80.0,Czech Republic,2008,Summer,Beijing,Athletics,Gold
Barbora potkov,F,31.0,182.0,80.0,Czech Republic,2012,Summer,London,Athletics,Gold
Barbora potkov,F,35.0,182.0,80.0,Czech Republic,2016,Summer,Rio de Janeiro,Athletics,Bronze
Goran prem,M,25.0,183.0,85.0,Croatia,2004,Summer,Athina,Handball,Gold
Christian David Sprenger,M,22.0,196.0,92.0,Australia,2008,Summer,Beijing,Swimming,Silver
Christian David Sprenger,M,26.0,196.0,92.0,Australia,2012,Summer,London,Swimming,Silver
Christian David Sprenger,M,26.0,196.0,92.0,Australia,2012,Summer,London,Swimming,Bronze
Nicholas Sprenger,M,19.0,190.0,88.0,Australia,2004,Summer,Athina,Swimming,Silver
Justin Edward Spring,M,24.0,170.0,64.0,United States,2008,Summer,Beijing,Gymnastics,Bronze
Thomas Springel,M,25.0,194.0,91.0,West Germany,1984,Summer,Los Angeles,Handball,Silver
Gregory Thomas Springer,M,23.0,195.0,98.0,United States,1984,Summer,Los Angeles,Rowing,Silver
Maria Springwald,F,25.0,174.0,69.0,Poland,2016,Summer,Rio de Janeiro,Rowing,Bronze
Annika Sprink,F,20.0,173.0,61.0,Germany,2016,Summer,Rio de Janeiro,Hockey,Bronze
Daniel Sproule,M,22.0,180.0,76.0,Australia,1996,Summer,Atlanta,Hockey,Bronze
Daniel Sproule,M,26.0,180.0,76.0,Australia,2000,Summer,Sydney,Hockey,Bronze
"Karen Patricia ""Pat"" Spurgin (-Pitney)",F,18.0,183.0,79.0,United States,1984,Summer,Los Angeles,Shooting,Gold
Iveta rankov (-Hritzov),F,16.0,164.0,57.0,Czechoslovakia,1980,Summer,Moskva,Hockey,Silver
ric Claude Franois Srecki,M,24.0,193.0,88.0,France,1988,Summer,Seoul,Fencing,Gold
ric Claude Franois Srecki,M,28.0,193.0,88.0,France,1992,Summer,Barcelona,Fencing,Gold
ric Claude Franois Srecki,M,32.0,193.0,88.0,France,1996,Summer,Atlanta,Fencing,Bronze
ric Claude Franois Srecki,M,36.0,193.0,88.0,France,2000,Summer,Sydney,Fencing,Silver
Zdenk reiner,M,26.0,181.0,76.0,Czechoslovakia,1980,Summer,Moskva,Football,Gold
Milan rejber,M,24.0,203.0,98.0,Czechoslovakia,1988,Summer,Seoul,Tennis,Bronze
Sukanya Srisurat,F,21.0,155.0,58.0,Thailand,2016,Summer,Rio de Janeiro,Weightlifting,Gold
"Daniela Lucia ""Dani"" Sruoga",F,24.0,171.0,64.0,Argentina,2012,Summer,London,Hockey,Silver
"Mara Josefina ""Jose"" Sruoga",F,21.0,171.0,60.0,Argentina,2012,Summer,London,Hockey,Silver
rif rifov,M,23.0,180.0,97.0,Azerbaijan,2012,Summer,London,Wrestling,Gold
rif rifov,M,27.0,180.0,97.0,Azerbaijan,2016,Summer,Rio de Janeiro,Wrestling,Bronze
Sabah riti,M,27.0,192.0,130.0,Azerbaijan,2016,Summer,Rio de Janeiro,Wrestling,Bronze
Marianne St-Gelais,F,19.0,163.0,62.0,Canada,2010,Winter,Vancouver,Short Track Speed Skating,Silver
Marianne St-Gelais,F,23.0,163.0,62.0,Canada,2014,Winter,Sochi,Short Track Speed Skating,Silver
Kim St-Pierre,F,23.0,175.0,71.0,Canada,2002,Winter,Salt Lake City,Ice Hockey,Gold
Kim St-Pierre,F,27.0,175.0,71.0,Canada,2006,Winter,Torino,Ice Hockey,Gold
Kim St-Pierre,F,31.0,175.0,71.0,Canada,2010,Winter,Vancouver,Ice Hockey,Gold
France St. Louis,F,39.0,174.0,65.0,Canada,1998,Winter,Nagano,Ice Hockey,Silver
Martin St. Louis,M,38.0,176.0,84.0,Canada,2014,Winter,Sochi,Ice Hockey,Gold
Eric Craig Staal,M,25.0,193.0,93.0,Canada,2010,Winter,Vancouver,Ice Hockey,Gold
Lothar Stber,M,24.0,178.0,76.0,Germany,1960,Summer,Roma,Cycling,Silver
Amber Val Stachowski,F,21.0,182.0,72.0,United States,2004,Summer,Athina,Water Polo,Bronze
